planeta,estrela,a_UA,R_Rterra,Teff_K,L_Lsol,distancia_pc
GJ 1132 c,GJ 1132,0.04760,1.520,3090,0.00477,12.61
K2-183 c,K2-183,0.09320,2.300,5482,0.73826,329.04
Kepler-1772 b,Kepler-1772,0.04391,2.686,5541,2.9649,871.56
Kepler-1396 b,Kepler-1396,0.14060,2.070,6195,1.5987,1066.46
Kepler-1165 c,Kepler-1165,0.19690,3.361,6249,3.5606,1575.20
NGTS-21 b,NGTS-21,0.02360,14.908,4660,0.28937,592.89
Kepler-1519 b,Kepler-1519,0.76550,7.060,5644,2.1192,1441.63
Kepler-338 d,Kepler-338,0.25700,3.000,5923,3.8521,552.80
Kepler-121 c,Kepler-121,0.21600,2.270,5311,0.33577,510.52
K2-154 c,K2-154,0.06770,2.070,4097,0.096,129.36
KELT-9 b,KELT-9,0.03368,21.701,9270,38.9,204.46
Kepler-262 b,Kepler-262,0.10800,1.360,5841,0.72464,613.13
WASP-11 b,WASP-11,0.04350,12.442,4800,1,124.73
TOI-2211.01,TOI-2211,0.04011,1.561,5253,0.4776,70.29
Kepler-1821 b,Kepler-1821,0.12440,2.592,5475,0.75207,799.70
PH2 b,PH2,0.83300,9.337,5734,0.874,343.86
Kepler-124 b,Kepler-124,0.03900,0.730,4984,0.3409,420.05
Kepler-380 b,Kepler-380,0.05000,1.190,6045,1.895,813.71
Kepler-1259 b,Kepler-1259,0.01410,1.430,5053,0.46456,805.56
Kepler-156 c,Kepler-156,0.11700,2.550,5094,0.3632,443.48
Kepler-406 b,Kepler-406,0.03599,1.430,5538,1.1174,364.03
HD 18143 b,HD 18143,0.08800,3.280,5078,0.47915,22.52
Kepler-286 e,Kepler-286,0.17600,1.770,5580,0.76519,1226.85
HD 82886 b,HD 82886,1.58000,13.300,4953,13.9,127.06
CoRoT-11 b,CoRoT-11,0.04360,16.030,6440,2.3852,655.04
HD 154857 b,HD 154857,1.29000,13.300,5589,4.5993,63.45
Kepler-624 b,Kepler-624,0.11638,2.310,6117,1.9542,748.19
Kepler-1530 c,Kepler-1530,0.05744,1.650,5477,0.48881,489.88
TOI-5349 b,TOI-5349,0.03690,10.200,3751,0.063,188.34
HD 108202 b,HD 108202,3.70000,13.100,4556,0.17092,38.68
K2-321 b,K2-321,0.02839,2.051,3750,0.063,77.69
Kepler-14 b,Kepler-14,0.07710,12.733,6395,6.2951,798.00
Kepler-448 c,KOI-12,4.20000,12.000,6635,4.2311,399.40
Kepler-1047 c,Kepler-1047,0.04413,0.990,5754,2.6521,817.65
TOI-1294 c,TOI-1294,0.61000,14.300,5718,2.336,332.65
BD+49 828 b,BD+49 828,4.20000,13.500,4943,29.512,442.04
TOI-1117 b,TOI-1117,0.03300,2.460,5635,0.36,167.60
Kepler-106 b,Kepler-106,0.06491,0.820,5858,1.2093,444.32
TOI-4406 b,TOI-4406,0.20100,11.209,6219,2.3,261.83
HD 108147 b,HD 108147,0.10200,10.900,6256,2.009,38.92
Kepler-1430 b,Kepler-1430,0.03040,1.180,4796,0.15292,875.52
Kepler-1388 e,Kepler-1388,0.18610,2.460,4098,0.078199,453.80
TOI-2322 b,TOI-2322,0.09240,0.994,4664,0.181,59.86
Kepler-1311 b,Kepler-1311,0.10082,1.240,5748,2.9639,866.33
CoRoT-6 b,CoRoT-6,0.08550,13.068,6090,1.061,645.29
K2-58 c,K2-58,0.03500,1.620,5413,0.40028,181.75
K2-182 b,K2-182,0.05174,2.713,5128,0.388,154.83
Kepler-1991 c,Kepler-1991,0.15280,2.570,5478,0.77893,855.82
TOI-2345 c,TOI-2345,0.12570,2.451,4687,0.231,81.65
Kepler-126 d,Kepler-126,0.44800,2.500,6239,2.8314,237.40
HD 145377 b,HD 145377,0.45000,12.800,6014,1.56,53.49
Kepler-445 c,Kepler-445,0.03010,2.510,3157,0.0079444,127.20
HD 25912 c,HD 25912,17.84800,12.200,5921,1.0979,49.17
Kepler-1635 b,Kepler-1635,1.12664,3.640,5347,0.52504,1069.45
Kepler-1709 b,Kepler-1709,0.32704,3.124,5918,1.3046,273.95
Kepler-611 b,Kepler-611,0.03510,1.650,5761,2.4176,1395.56
Kepler-1904 b,Kepler-1904,0.04360,1.390,3805,0.050395,270.85
Kepler-473 b,Kepler-473,0.12048,4.080,5816,3.3481,905.94
Kepler-1061 b,Kepler-1061,0.03880,1.980,6067,1.2235,543.38
Kepler-9 d,Kepler-9,0.02730,1.640,5777,0.91622,628.26
DMPP-6 b,DMPP-6,0.07790,2.280,6182,2.0675,54.63
TOI-7510 d,TOI-7510,0.26720,10.520,5720,1.026,249.01
HD 83443 c,HD 83443,8.00000,13.600,5442,0.78699,40.90
Kepler-802 b,Kepler-802,0.22650,3.540,5507,0.5948,780.59
Kepler-865 c,Kepler-865,0.06100,0.890,5440,0.50403,586.14
Kepler-316 b,Kepler-316,0.02700,1.060,4204,0.116,384.94
Kepler-329 b,Kepler-329,0.06100,1.400,4257,0.107,439.72
Kepler-1085 c,Kepler-1085,0.29798,3.268,5816,1.1986,1364.53
Pr0211 c,Pr0211,5.50000,12.600,5300,0.46129,182.71
Kepler-1068 b,Kepler-1068,0.13038,3.630,5806,0.9436,1473.61
Kepler-1856 b,Kepler-1856,0.02150,1.734,4948,0.46704,848.76
Kepler-7 b,Kepler-7,0.06067,18.181,5933,4.9704,922.56
Kepler-1799 b,Kepler-1799,0.10280,4.128,5831,2.062,2254.69
K2-146 c,K2-146,0.03270,2.190,3385,0.015,79.30
HIP 114933 b,HIP 114933,2.84000,13.400,4823,13.8,101.77
Kepler-1305 b,Kepler-1305,0.11090,1.880,5701,1.2125,1575.23
11 Com b,11 Com,1.17800,12.200,4874,95.111,93.18
Kepler-1144 b,Kepler-1144,0.12910,1.990,5753,1.1377,1140.57
Kepler-1162 c,Kepler-1162,0.28320,1.810,5225,0.47612,940.21
HD 224693 b,HD 224693,0.19100,14.000,5894,4.0738,93.50
Kepler-1088 b,Kepler-1088,0.16163,1.420,5975,1.2305,280.63
Kepler-393 c,Kepler-393,0.12400,1.330,6189,3.3415,881.40
HD 202772 A b,HD 202772 A,0.05208,18.237,6442,10.22,161.50
Kepler-1597 b,Kepler-1597,0.04136,1.060,6377,2.7183,1221.05
TOI-480 b,TOI-480,0.07700,2.854,6174,2.897,54.53
Kepler-1560 b,Kepler-1560,0.04175,0.890,5815,0.9237,502.50
Kepler-1440 b,Kepler-1440,0.23431,1.260,5698,2.3812,1115.35
WASP-130 b,WASP-130,0.10120,9.976,5625,0.92865,172.26
HD 162020 b,HD 162020,0.08000,12.500,4723,0.25,30.82
WASP-157 b,WASP-157,0.04990,11.190,5772,1.2004,334.04
Kepler-188 b,Kepler-188,0.03200,1.680,6021,1.0826,968.54
HD 136352 b,HD 136352,0.09640,1.664,5664,1.038,14.68
Kepler-588 b,Kepler-588,0.05200,2.630,5835,1.6111,1209.40
HD 156279 b,HD 156279,0.50200,12.500,5453,0.71456,36.19
Kepler-693 b,Kepler-693,0.11210,10.180,4881,0.37408,1151.51
Kepler-1380 b,Kepler-1380,0.09170,1.430,5570,2.9689,2462.94
Kepler-387 b,Kepler-387,0.06800,1.030,5774,1.3721,801.05
K2-54 b,K2-54,0.07610,2.612,3990,0.094999,174.96
Kepler-1126 c,Kepler-1126,0.61930,1.450,5678,0.79568,635.74
K2-263 b,K2-263,0.25730,2.513,5368,0.55,162.48
Kepler-1469 b,Kepler-1469,0.14660,2.800,5507,0.53223,1159.30
Kepler-462 b,Kepler-462,0.41720,3.000,7500,8.431,596.62
Kepler-1183 b,Kepler-1183,0.17930,2.820,5765,1.7975,1919.19
TOI-1443 b,TOI-1443,0.14700,2.304,5224,0.38,85.80
Kepler-1900 b,Kepler-1900,0.04200,1.623,6173,1.6594,1540.43
47 UMa d,47 UMa,11.60000,13.500,5872,1.5769,13.80
TOI-5624 b,TOI-5624,0.04201,2.314,5327,0.486,101.91
Kepler-739 b,Kepler-739,0.10540,3.320,5601,1.0423,1370.65
GJ 9066 c,GJ 9066,0.88000,9.600,3154,0.00254,4.47
gam Lib c,gam Lib,2.31800,12.800,4879,78.941,47.40
Kepler-261 b,Kepler-261,0.08800,2.180,5098,0.33806,317.50
TrES-5 b,TrES-5,0.02459,13.384,5171,0.45309,360.31
HD 204313 b,HD 204313,3.18500,12.900,5767,1.2584,47.79
Kepler-18 b,Kepler-18,0.04470,2.000,5345,0.93111,433.05
Kepler-1400 b,Kepler-1400,0.07710,1.620,5044,0.26447,752.24
Kepler-84 d,Kepler-84,0.05200,1.380,6031,1.6293,1023.90
TOI-561 c,TOI-561,0.08890,2.865,5342,0.522,85.80
K2-258 b,K2-258,0.14900,3.000,6351,1.8715,661.87
Kepler-1855 b,Kepler-1855,0.01150,1.216,3460,0.050711,
Kepler-1987 e,Kepler-1987,0.07650,1.920,4769,0.24193,595.68
K2-276 b,K2-276,0.12910,3.770,5139,0.39321,488.15
LTT 1445 A c,LTT 1445 A,0.02661,1.147,3340,0.0089968,6.87
Kepler-415 c,Kepler-415,0.06950,2.010,4362,0.15666,530.49
K2-127 b,K2-127,0.04110,8.370,4575,0.55661,710.00
WASP-119 b,WASP-119,0.03630,15.693,5650,1.1875,302.45
TOI-1782.02,TOI-1782,0.02574,1.839,4336,0.1424,95.26
WTS-1 b,WTS-1,0.04700,16.700,6250,1.2258,2346.01
Kepler-893 b,Kepler-893,0.06990,3.030,5820,1.1473,1285.59
HD 103949 b,HD 103949,0.43900,3.350,4792,0.26949,26.50
Kepler-1487 c,Kepler-1487,0.25880,7.970,5745,3.6028,1014.62
K2-155 b,K2-155,0.05620,1.800,4258,0.059,72.80
Kepler-1579 b,Kepler-1579,0.01400,0.840,4584,0.11475,466.00
K2-264 b,K2-264,0.05023,2.231,3660,0.033,185.60
Kepler-1351 b,Kepler-1351,0.01560,0.650,4439,0.1041,202.78
Kepler-8 b,Kepler-8,0.04740,15.872,6213,4.0272,1021.87
Kepler-1363 b,Kepler-1363,0.03630,1.250,4839,0.23647,541.71
HD 221420 b,HD 221420,10.15000,12.000,5847,4.008,31.14
HD 117207 b,HD 117207,3.78700,13.400,5732,1.1632,32.35
TOI-700 d,TOI-700,0.16330,1.073,3459,0.0229,31.13
HIP 71135 b,HIP 71135,0.33500,4.550,4146,0.12359,32.33
HATS-51 b,HATS-51,0.04639,15.805,5758,2.04,389.57
Kepler-168 b,Kepler-168,0.05600,1.460,6282,2.2946,1343.60
Kepler-382 c,Kepler-382,0.09700,1.590,5600,1.3981,935.45
K2-246 b,K2-246,0.06020,3.490,5610,0.70651,703.62
HAT-P-15 b,HAT-P-15,0.09650,11.882,5568,1.072,192.52
K2-238 b,K2-238,0.04600,14.572,5630,2.2909,537.96
Kepler-42 c,Kepler-42,0.00600,0.730,3068,0.0023988,40.06
HD 96700 c,HD 96700,0.14100,1.690,5845,1.38,25.41
K2-147 b,K2-147,0.01575,1.473,3690,0.056,90.55
Kepler-725 b,Kepler-725,0.22380,10.800,5395,0.48636,758.47
CoRoT-5 b,CoRoT-5,0.04947,15.558,6100,1.5136,882.47
Kepler-1819 b,Kepler-1819,0.13370,3.904,6090,1.2204,1363.19
CoRoT-29 b,CoRoT-29,0.03860,10.088,5260,0.80512,806.51
BD+48 738 b,BD+48 738,1.00000,13.900,4414,48.978,871.49
TOI-757 b,TOI-757,0.12200,2.500,5278,0.42,60.34
HD 156098 c,HD 156098,8.41500,12.800,6419,11.629,48.25
HD 56957 b,HD 56957,6.42600,12.800,5743,3.098,61.49
Kepler-1014 b,Kepler-1014,0.12100,2.390,5388,0.46079,624.80
Kepler-437 b,Kepler-437,0.28800,2.140,4551,0.17298,304.00
Kepler-395 c,Kepler-395,0.17700,1.320,4262,0.063973,421.38
BD+20 2457 b,BD+20 2457,1.45000,12.100,4137,1479.1,1539.71
Kepler-1609 b,Kepler-1609,0.46790,2.220,6132,3.0467,1826.04
WASP-197 b,WASP-197,0.06500,14.448,6050,5.8975,483.68
TYC 8998-760-1 b,TYC 8998-760-1,146.00000,21.185,4573,0.45709,94.62
Kepler-281 b,Kepler-281,0.11700,2.820,5723,1.4008,1745.45
Kepler-908 b,Kepler-908,0.02526,1.220,5973,1.8368,290.84
K2-318 b,K2-318,0.09110,1.660,3851,0.052849,147.87
Kepler-1449 b,Kepler-1449,0.11760,1.680,5979,3.2258,2006.48
TOI-451 c,TOI-451,0.07950,2.930,5490,0.59,123.74
WASP-181 b,WASP-181,0.05427,13.271,5839,1.1189,437.50
Kepler-1965 b,Kepler-1965,0.22971,1.354,5852,0.83942,521.79
HIP 38594 b,HIP 38594,0.25600,2.770,4086,0.08661,17.79
HD 38801 b,HD 38801,1.62300,12.500,5338,4.5599,91.43
55 Cnc e,55 Cnc,0.01544,1.875,5172,0.6354,12.59
Kepler-241 b,Kepler-241,0.09400,2.330,4699,0.24701,512.00
Kepler-129 d,Kepler-129,4.00000,12.600,5770,2.9084,408.85
HAT-P-69 b,HAT-P-69,0.06555,18.786,7394,10,341.26
Kepler-389 c,Kepler-389,0.11000,1.460,5376,0.30487,816.56
Kepler-286 c,Kepler-286,0.04200,1.370,5580,0.76519,1226.85
K2-158 c,K2-158,0.06220,1.280,5503,0.6871,197.30
Kepler-864 c,Kepler-864,0.03820,1.620,6213,1.6136,2022.90
Kepler-460 c,KIC 5437945,0.75318,5.520,6146,4.379,1274.01
EPIC 220674823 b,EPIC 220674823,0.01320,1.606,5578,0.75999,244.59
OGLE-TR-111 b,OGLE-TR-111,0.04730,11.422,5040,0.45854,1068.33
6 Lyn b,6 Lyn,2.02800,13.400,4941,13.14,54.66
TOI-1630.01,TOI-1630,0.10115,2.417,5504,0.53996,66.09
Kepler-1763 b,Kepler-1763,0.02570,1.147,5897,1.8802,756.49
Kepler-961 b,Kepler-961,0.12585,2.550,5582,0.64006,574.31
TOI-1472 c,TOI-1472,0.11600,3.334,5100,0.441,121.84
TOI-5153 b,TOI-5153,0.15800,11.882,6300,2.9123,390.48
Kepler-1239 b,Kepler-1239,0.06250,2.900,6564,2.7998,2140.60
KOI-7913 b,KOI-7913 A,0.14560,2.340,4324,0.17064,271.28
Kepler-1312 c,Kepler-1312,0.02103,1.027,5721,0.79664,299.10
Kepler-1902 b,Kepler-1902,0.03850,1.176,3729,0.07632,344.34
Kepler-747 b,Kepler-747,0.19160,5.270,5096,0.36983,3347.16
K2-264 c,K2-264,0.11283,2.668,3660,0.033,185.60
Kepler-297 b,Kepler-297,0.21700,2.870,5619,0.80153,692.14
Kepler-949 b,Kepler-949,0.07739,2.910,5403,0.36171,486.11
HD 12648 b,HD 12648,0.54000,13.400,4835,56.594,182.19
Kepler-53 b,Kepler-53,0.13610,2.890,5858,1.0854,1366.07
HD 159243 b,HD 159243,0.11000,13.700,6123,1.3002,73.31
HD 95127 b,HD 95127,1.28000,12.400,4218,190.55,676.58
Kepler-105 b,Kepler-105,0.06016,2.530,5933,1.249,459.22
GJ 876 d,GJ 876,0.02081,2.510,3294,0.0124,4.68
Kepler-1177 b,Kepler-1177,0.43010,1.900,5712,2.1985,1299.97
TOI-1710 b,TOI-1710,0.16520,5.060,5775,0.86,81.23
HD 145675 c,14 Her,20.00000,12.600,5338,0.70351,17.93
TOI-1899 b,TOI-1899,0.15250,11.097,3926,0.08773,128.44
BD+15 2940 b,BD+15 2940,0.53900,13.700,4796,102.33,426.42
Kepler-1588 b,Kepler-1588,0.07419,0.760,5817,2.0907,924.14
Kepler-226 b,Kepler-226,0.04700,1.550,5571,0.57649,980.14
Kepler-11 d,Kepler-11,0.15500,3.120,5663,1.3189,646.35
NGTS-14 A b,NGTS-14 A,0.04030,4.977,5187,0.48879,322.15
K2-131 b,K2-131,0.00936,1.690,5120,0.33185,152.51
Kepler-937 c,Kepler-937,0.55450,2.670,6095,1.9097,1571.46
Kepler-218 d,Kepler-218,0.49884,2.660,5542,1.0218,656.38
Kepler-487 b,Kepler-487,0.11819,11.420,5444,0.67191,872.34
TOI-6054.01,TOI-6054,0.07630,2.640,6047,3.33,79.41
HD 97658 b,HD 97658,0.08050,2.120,5212,0.351,21.56
Kepler-135 b,Kepler-135,0.06700,1.810,6090,2.806,621.86
Kepler-501 b,Kepler-501,0.06270,4.300,5904,1.6457,1125.24
K2-137 b,K2-137,0.00580,0.640,3697,0.032819,98.88
HD 208487 b,HD 208487,0.53000,14.300,6134,1.71,45.15
DMPP-8 b,DMPP-8,0.30980,10.800,6009,1.7068,76.13
HAT-P-25 b,HAT-P-25,0.04660,12.722,5519,0.705,300.38
Kepler-1416 b,Kepler-1416,0.02570,0.880,6019,1.9228,949.59
Kepler-100 d,Kepler-100,0.21747,1.610,5825,2.48,304.64
TOI-892 b,TOI-892,0.09200,11.994,6261,2.7,340.54
Kepler-1466 b,Kepler-1466,0.17981,1.550,5884,0.94901,631.95
HD 221287 b,HD 221287,1.25000,13.100,6304,1.66,55.92
G 196-3 b,G 196-3,350.00000,12.000,3517,0.037622,21.79
K2-124 b,K2-124,0.04900,2.900,3570,0.021918,140.38
WASP-12 b,WASP-12,0.02340,22.026,6265,3.9547,427.25
HD 145934 b,HD 145934,4.89000,13.400,4824,22.623,227.88
Kepler-566 b,Kepler-566,0.12470,2.150,5132,0.29937,564.28
Kepler-648 b,Kepler-648,0.13324,3.220,5741,0.88455,636.03
TOI-5800 b,TOI-5800,0.03440,2.460,4850,0.309,42.91
Kepler-1224 b,Kepler-1224,0.11625,1.330,6155,1.9625,559.60
TOI-1739 b,TOI-1739,0.07387,1.946,4814,0.299,70.98
TIC 88785435 b,TIC 88785435,0.08432,5.030,3998,0.20139,122.39
Kepler-770 c,Kepler-770,0.03090,1.200,5598,1.1324,930.46
Kepler-1946 b,Kepler-1946,0.03940,2.488,5505,0.5262,1002.12
TOI-4507 b,TOI-4507,0.45600,8.200,6260,1.41,178.26
TOI-3540 A b,TOI-3540 A,0.04289,23.539,5810,1.549,
TOI-2803 A b,TOI-2803 A,0.03185,18.114,6280,2.17,494.82
Kepler-274 c,Kepler-274,0.20400,1.840,6023,1.5896,1333.62
TOI-262 b,TOI-262,0.16300,2.070,5310,0.51301,43.93
Kepler-1884 b,Kepler-1884,0.08450,1.814,5984,1.8928,1443.09
TOI-2420 b,TOI-2420,0.06840,15.020,5707,4.86,435.17
Wolf 1061 c,Wolf 1061,0.08900,1.660,3342,0.0102,4.31
Kepler-1964 b,Kepler-1964,0.03220,1.781,4803,0.23388,
Kepler-1072 b,Kepler-1072,0.02742,1.580,6199,2.319,982.72
Kepler-1462 b,Kepler-1462,0.30940,3.820,5756,0.48564,1017.82
HATS-25 b,HATS-25,0.05163,14.123,5715,1.17,471.16
HAT-P-50 b,HAT-P-50,0.04530,14.437,6280,4.01,515.46
K2-233 c,K2-233,0.06640,1.272,4796,0.3,67.51
Kepler-351 d,Kepler-351,0.51770,2.720,5225,0.41073,1083.91
1RXS J160929.1-210524 b,1RXS J160929.1-210524,330.00000,18.647,4060,0.42658,139.13
TOI-4465 b,TOI-4465,0.41600,14.011,5545,0.84592,121.14
Kepler-1542 e,Kepler-1542,0.05649,0.760,5564,1.1756,399.11
Kepler-789 b,Kepler-789,0.09510,2.120,5870,3.1353,1480.16
Kepler-328 c,Kepler-328,0.35400,5.400,6064,2.7551,2213.19
Kepler-311 d,Kepler-311,0.73260,2.050,5903,1.5606,778.65
Kepler-285 b,Kepler-285,0.03600,1.340,5411,0.52574,824.31
Kepler-1073 d,Kepler-1073,0.03520,1.488,5509,0.97672,809.90
Kepler-804 c,Kepler-804,0.08654,1.140,5817,1.1209,649.65
Kepler-55 f,Kepler-55,0.08100,1.590,4503,0.17249,578.80
WASP-80 b,WASP-80,0.03440,11.198,4143,0.091205,49.79
WASP-149 b,WASP-149,0.02400,15.244,5750,1.1052,211.73
K2-279 b,K2-279,0.06700,1.210,5558,0.62444,182.98
TOI-2274 b,TOI-2274,0.05000,2.450,3943,0.08663,48.88
Kepler-173 b,Kepler-173,0.04800,1.290,6031,1.1848,833.16
Kepler-1937 b,Kepler-1937,0.09150,3.023,6457,1.6189,905.07
TOI-942 b,TOI-942,0.04866,3.890,4969,0.438,152.60
Kepler-335 b,Kepler-335,0.07500,3.390,5877,3.7815,1278.97
TOI-880.02,TOI-880,0.03490,2.190,5050,0.35669,60.67
TOI-4940 b,TOI-4940,0.16500,6.610,5504,1.116,345.66
Kepler-1393 b,Kepler-1393,0.03370,0.800,5697,1.417,544.46
Kepler-1035 b,Kepler-1035,0.03883,1.170,5763,1.6181,562.12
HD 109286 b,HD 109286,1.25900,13.200,5694,0.82427,55.42
Kepler-1895 b,Kepler-1895,0.06150,2.119,5076,0.5894,984.19
TOI-2049 b,TOI-2049,0.06919,16.645,6164,12.7,571.49
Kepler-761 b,Kepler-761,0.08740,2.030,5706,0.76334,830.71
Kepler-1985 b,Kepler-1985,0.04260,2.270,5370,0.69984,
Kepler-1607 b,Kepler-1607,0.11978,0.920,6116,5.1146,1286.10
Kepler-1464 c,Kepler-1464,0.06101,1.000,5828,2.6902,1151.73
Kepler-1898 b,Kepler-1898,0.05063,0.934,5702,0.58158,360.92
Kepler-1801 c,Kepler-1801,0.45720,2.910,5738,0.59884,839.33
Kepler-1274 b,Kepler-1274,0.08161,1.420,6179,6.2736,614.65
GJ 674 b,GJ 674,0.03900,3.330,3600,0.015996,4.55
K2-73 b,K2-73,0.07619,2.580,5867,1.1915,269.18
Kepler-428 b,Kepler-428,0.04330,12.110,5150,0.40738,686.28
HIP 10090 b,HIP 10090,3.87000,13.000,5661,1.6085,82.39
Kepler-1729 b,Kepler-1729,0.04180,3.894,3837,0.21713,576.18
K2-31 b,K2-31,0.02200,11.882,5280,0.77575,110.53
Kepler-147 c,Kepler-147,0.21600,2.430,6012,2.675,1042.02
Kepler-1619 b,Kepler-1619,0.15413,0.760,5852,2.1171,734.85
GJ 1265 b,GJ 1265,0.02600,2.630,3236,0.00364,10.25
K2-133 e,K2-133,0.13460,1.730,3655,0.0332,75.17
HATS-47 b,HATS-47,0.04269,12.520,4512,0.1599,300.67
HD 1502 b,HD 1502,1.26200,13.200,4947,11.6,190.95
G 9-40 b,G 9-40,0.04180,1.900,3395,0.01096,27.93
Kepler-604 b,Kepler-604,0.17350,2.590,5890,1.2353,1026.49
Kepler-220 d,Kepler-220,0.16300,0.980,4632,0.21089,171.11
HD 191939 b,HD 191939,0.08040,3.410,5348,0.64999,53.61
Kepler-54 b,Kepler-54,0.06190,2.100,3705,0.05,271.70
TOI-1107 b,TOI-1107,0.05610,14.572,6311,4.69,281.31
TOI-6330 b,TOI-6330,0.05763,10.890,3539,0.03701,139.04
Kepler-111 c,Kepler-111,0.75100,7.084,5914,1.44,657.22
GJ 3293 e,GJ 3293,0.08208,1.630,3466,0.022,20.19
HIP 109384 b,HIP 109384,1.13400,13.500,5180,0.47998,58.96
Kepler-890 b,Kepler-890,0.29440,8.890,5954,2.1209,1712.12
HD 212771 b,HD 212771,1.19000,13.300,5003,15.4,111.16
Kepler-591 b,Kepler-591,0.35540,3.390,5677,0.8356,785.14
Kepler-65 e,Kepler-65,0.85393,13.900,6220,2.9336,303.73
Kepler-1471 c,Kepler-1471,0.09810,1.880,5533,0.63248,978.68
HD 147018 c,HD 147018,1.92200,12.700,5441,0.71192,40.43
Kepler-1695 b,Kepler-1695,0.05290,1.119,5473,0.78783,791.17
Kepler-1728 b,Kepler-1728,0.05350,2.955,5170,0.3836,651.78
Kepler-32 c,Kepler-32,0.09000,2.000,3900,0.051,323.85
nu Oph c,nu Oph,5.82900,12.000,4887,78.48,46.21
KELT-2 A b,KELT-2 A,0.05497,15.132,6327,4.8854,134.06
TOI-1751 b,TOI-1751,0.21500,2.951,5970,1.983,113.33
TOI-1273 b,TOI-1273,0.05490,11.097,5690,1.07,177.12
Kepler-1370 c,Kepler-1370,0.08084,1.270,6202,2.8705,1004.10
PH1 b,PH1,0.65200,6.180,6407,4.5709,1033.16
KOI-1599.02,KOI-1599,0.11229,1.900,5833,1.452,1131.64
TOI-260 b,TOI-260,0.09430,1.710,4026,0.087299,20.19
Kepler-510 b,Kepler-510,0.13520,2.470,5746,2.15,386.18
HD 81817 c,HD 81817,2.32500,12.000,4140,1822.9,269.13
GJ 433 d,GJ 433,0.17800,2.140,3461,0.02,9.06
TOI-4487 A b,TOI-4487 A,0.05448,14.605,6206,3.57,479.14
TOI-2981 b,TOI-2981,0.04800,13.400,5940,1.306,527.79
Kepler-145 b,Kepler-145,0.17308,2.650,6022,4.9163,566.85
HIP 79431 b,HIP 79431,0.36000,13.400,3191,0.028235,14.53
GJ 3512 b,GJ 3512,0.33760,14.300,3141,0.00157,9.49
HAT-P-56 b,HAT-P-56,0.04230,16.926,6566,3.5706,320.64
GJ 163 d,GJ 163,1.03040,5.920,3500,0.019588,15.13
HD 8574 b,HD 8574,0.76000,13.400,6064,2.3795,44.83
K2-138 e,K2-138,0.07820,3.390,5356,0.51696,202.59
Kepler-1317 b,Kepler-1317,0.01280,1.560,5144,0.38585,728.30
HD 50554 b,HD 50554,2.35300,12.800,5987,1.39,31.17
CoRoT-20 c,CoRoT-20,2.90000,12.200,5880,1.4791,844.06
Kepler-1477 b,Kepler-1477,0.09110,1.180,5100,0.63644,680.83
WASP-168 b,WASP-168,0.05190,16.814,6000,1.4295,303.94
Kepler-1199 b,Kepler-1199,0.11309,1.150,5889,1.5384,563.49
HATS-71 b,HATS-71,0.03745,11.478,3405,0.02755,140.22
Kepler-935 b,Kepler-935,0.05270,1.350,4830,0.22968,471.78
KELT-6 b,KELT-6,0.07939,14.572,6102,3.1117,240.73
DH Tau b,DH Tau,330.00000,30.264,4371,0.61443,134.85
K2-72 c,K2-72,0.07800,1.160,3360,0.014564,66.43
Kepler-15 b,Kepler-15,0.05714,10.760,5515,0.81846,739.41
HD 134606 f,HD 134606,0.17840,2.240,5576,1.161,26.79
WASP-114 b,WASP-114,0.02851,15.009,5940,2.1525,523.34
Kepler-62 e,Kepler-62,0.42700,1.610,4925,0.20989,300.87
Kepler-1945 b,Kepler-1945,0.05970,1.289,4991,0.36224,
TOI-6002 b,TOI-6002,0.05722,1.650,3229,0.00582,32.03
Kepler-192 c,Kepler-192,0.15000,2.790,5479,0.80484,651.67
K2-46 b,K2-46,0.13821,2.050,6256,2.5889,449.24
Kepler-1777 b,Kepler-1777,0.10301,2.132,5771,0.92638,619.15
Kepler-1360 b,Kepler-1360,0.28660,3.400,6778,8.3824,1516.27
Kepler-746 b,Kepler-746,0.04350,1.110,5418,0.67298,450.00
Kepler-270 b,Kepler-270,0.10700,2.010,6067,2.0517,948.78
Kepler-1668 b,Kepler-1668,0.12400,4.348,5542,0.87969,1335.64
Kepler-319 b,Kepler-319,0.05100,1.630,5526,0.65893,503.44
K2-199 c,K2-199,0.06620,2.850,4491,0.185,107.52
TOI-1723 b,TOI-1723,0.11350,3.435,5777,1.16,100.73
TOI-2005 b,TOI-2005,0.16000,11.994,7130,9.17,328.48
Kepler-95 b,Kepler-95,0.10232,3.420,5699,1.9101,445.66
TOI-674 b,TOI-674,0.02500,5.250,3514,0.0243,46.09
Kepler-482 b,Kepler-482,0.25787,2.360,4871,0.28931,313.07
Kepler-356 b,Kepler-356,0.05700,1.570,6133,2.8925,707.56
Kepler-1065 b,Kepler-1065,0.04550,3.730,5635,0.76588,1122.48
Kepler-2000 c,Kepler-2000,0.12280,1.570,3757,0.088569,320.59
WASP-148 c,WASP-148,0.20440,13.900,5555,0.72601,246.35
Kepler-511 b,Kepler-511,0.85672,6.350,5770,3.1444,652.00
Kepler-23 c,Kepler-23,0.09501,3.005,5828,2.4994,835.76
HD 68402 b,HD 68402,2.18000,12.600,5950,1.17,78.43
TrES-1 b,TrES-1,0.03925,12.666,5230,0.50037,159.66
Gliese 48 b,Gliese 48,0.17520,2.770,3450,0.0273,8.23
